hhid,weight,province,feed_Buffalo,form_contract_Buffalo,contract_coverage_Buffalo,main_purpose_Buffalo,LIVESTOCKAGE_Buffalo,num_ado_male_Buffalo,num_ado_fem_Buffalo,num_adult_male_Buffalo,num_adult_fem_Buffalo,births_Buffalo,bought_received_Buffalo,deaths_Buffalo,sold_Buffalo,sale_price_Buffalo,stolen_Buffalo,gift_Buffalo,slghtr_Buffalo,num_vax_Buffalo,num_Buffalo,provision_feed_Buffalo,for_sale_live_Buffalo,for_gift_Buffalo,for_meat_Buffalo,for_draught_Buffalo,for_breeding_Buffalo,for_milk_Buffalo,growth_Buffalo,loss_Buffalo,net_growth_Buffalo,num_start_Buffalo,growth_pct_Buffalo,loss_pct_Buffalo,net_growth_pct_Buffalo,peak_num_Buffalo,mortality_rt_Buffalo,vax_pct_Buffalo,vax_Buffalo,price_prov_med_Buffalo,sale_price_obs_Buffalo,sale_price_impt_Buffalo,price_natl_med_Buffalo,sale_revenue_Buffalo,slghtr_unit_value_Buffalo,slghtr_value_Buffalo,prod_value_Buffalo,feed_Cattle,form_contract_Cattle,contract_coverage_Cattle,main_purpose_Cattle,LIVESTOCKAGE_Cattle,num_ado_male_Cattle,num_ado_fem_Cattle,num_adult_male_Cattle,num_adult_fem_Cattle,births_Cattle,bought_received_Cattle,deaths_Cattle,sold_Cattle,sale_price_Cattle,stolen_Cattle,gift_Cattle,slghtr_Cattle,num_vax_Cattle,num_Cattle,provision_feed_Cattle,for_sale_live_Cattle,for_gift_Cattle,for_meat_Cattle,for_draught_Cattle,for_breeding_Cattle,for_milk_Cattle,growth_Cattle,loss_Cattle,net_growth_Cattle,num_start_Cattle,growth_pct_Cattle,loss_pct_Cattle,net_growth_pct_Cattle,peak_num_Cattle,mortality_rt_Cattle,vax_pct_Cattle,vax_Cattle,price_prov_med_Cattle,sale_price_obs_Cattle,sale_price_impt_Cattle,price_natl_med_Cattle,sale_revenue_Cattle,slghtr_unit_value_Cattle,slghtr_value_Cattle,prod_value_Cattle,feed_Pigs,form_contract_Pigs,contract_coverage_Pigs,main_purpose_Pigs,LIVESTOCKAGE_Pigs,num_ado_male_Pigs,num_ado_fem_Pigs,num_adult_male_Pigs,num_adult_fem_Pigs,births_Pigs,bought_received_Pigs,deaths_Pigs,sold_Pigs,sale_price_Pigs,stolen_Pigs,gift_Pigs,slghtr_Pigs,num_vax_Pigs,num_Pigs,provision_feed_Pigs,for_sale_live_Pigs,for_gift_Pigs,for_meat_Pigs,for_draught_Pigs,for_breeding_Pigs,for_milk_Pigs,growth_Pigs,loss_Pigs,net_growth_Pigs,num_start_Pigs,growth_pct_Pigs,loss_pct_Pigs,net_growth_pct_Pigs,peak_num_Pigs,mortality_rt_Pigs,vax_pct_Pigs,vax_Pigs,price_prov_med_Pigs,sale_price_obs_Pigs,sale_price_impt_Pigs,price_natl_med_Pigs,sale_revenue_Pigs,slghtr_unit_value_Pigs,slghtr_value_Pigs,prod_value_Pigs,fhh,covid_shock,ag_comm,animal_area,animal_ded_area,qty_rice_harvested,area_rice_harvested,irrigation,drought,flood,extension_training
HID427022,33.8171853924792,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,0,0,1,No,No,
HID427238,33.0243211357645,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0012000000569969,1,0,0,1,No,No,
HID427446,210.994153824199,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,2,1,0,0,0,2600000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,0,1,1,1,0,1,2,0,0,No,2600000,,2600000,2000000,,2600000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0024999999441206,1,5500,3.5,1,Yes,No,
HID427462,137.739479510559,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,0,0,1,No,No,
HID427478,95.42241732840949,Kandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Breeding,2,0,0,0,2,0,0,0,0,2750000,0,0,0,2,2,No feed,No,No,No,No,Yes,No,0,0,0,2,0,0,0,2,0,1,Yes,2750000,,2750000,2000000,,2750000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0012000000569969,1,2100,.5,0,No,No,
HID427628,149.192657130479,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,1,1,0,0,0,0,3000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0015999999595806,1,1450,.5,1,No,No,
HID427630,112.227193804186,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,1750,.6,1,No,No,
HID427651,57.9486186870018,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0005000000237487,1,14490,5,1,No,No,
HID427656,176.414678017858,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,2,2,0,3,1,0,1775000,0,0,0,4,4,No feed,Yes,No,No,No,No,No,3,1,2,2,1.5,.5,1,5,.2,.80000001,Yes,1775000,,1775000,2000000,,1775000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,2200,.4,0,No,No,
HID427716,254.541462902194,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,4,0,0,0,0,2000000,0,0,0,4,4,No feed,Yes,No,No,No,No,No,0,0,0,4,0,0,0,4,0,1,Yes,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0001999999949476,1,0,0,1,Yes,No,
HID427782,230.162074005568,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,2,0,2,0,0,1500000,0,0,0,2,2,No feed,Yes,No,No,No,No,No,2,0,2,1,2,0,2,3,0,.66666669,Yes,1500000,,1500000,2000000,,1500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,7000,1.5,1,No,No,
HID427825,177.570331982644,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0005000000237487,1,400,.15,1,Yes,No,
HID427928,61.3414701354406,Preah Sihanouk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0001999999949476,1,0,0,1,No,Yes,
HID427976,180.131313655927,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0001999999949476,1,0,0,,No,No,
HID427978,268.96967803358,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0005000000237487,1,32000,8.4,0,Yes,No,
HID428023,164.24111572291,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,4,0,0,1,0,0,0,1800000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,1,0,1,3,.33333334,0,.33333334,4,0,0,No,1800000,,1800000,2000000,,1800000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0026000000070781,1,0,0,1,No,No,
HID428091,377.966667514002,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,1,2,0,0,0,0,3000000,0,0,0,1,3,No feed,Yes,No,No,No,No,No,0,0,0,3,0,0,0,3,0,.33333334,Yes,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0040000001899898,1,5850,.86,1,No,No,
HID428277,130.364150706831,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0006000000284985,1,2000,.3,1,No,No,
HID428280,410.750953202835,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,1,3,0,2,0,0,0,2000000,0,0,0,0,6,No feed,Yes,No,No,No,No,No,2,0,2,4,.5,0,.5,6,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024999999441206,1,2500,1.2,0,No,No,
HID428321,135.379115674258,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,0,1,0,0,0,0,3000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0199999995529652,1,3500,1.2,0,No,No,
HID428338,27.063710176953,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,5,0,0,0,0,5,2,3,460000,0,0,0,0,5,Feed,Yes,No,No,No,No,No,5,5,0,5,1,1,0,10,.2,0,No,480000,460000,,600000,1380000,460000,,1380000,0,1,2,.0007500000065193,1,0,0,1,No,No,
HID428357,453.31261416749,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,1,0,2,0,2,0,2,1700000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,2,2,0,4,.5,.5,0,6,0,0,No,3000000,1700000,,2000000,3400000,1700000,,3400000,Only feeding,No,,Live sale,1,0,2,0,0,0,2,0,0,670000,0,0,0,0,2,Feed,Yes,No,No,No,No,No,2,0,2,1,2,0,2,3,0,0,No,670000,,670000,600000,,670000,,0,1,1,2,.0035000001080334,1,3000,.52,1,No,No,
HID428381,225.890446753132,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,4,1,0,1,0,0,3,2340000,0,0,0,0,6,No feed,Yes,No,No,No,No,No,1,3,-2,8,.125,.375,-.25,9,0,0,No,2340000,2340000,,2000000,7020000,2340000,,7020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0040000001899898,1,0,0,1,No,No,
HID428391,36.7914967933037,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0299999993294477,1,80000,18,1,No,No,
HID428638,88.0117573069498,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,234,.09,0,No,No,
HID428669,170.332528816938,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,3,1,6,2,0,0,0,1775000,0,0,0,0,11,No feed,Yes,No,No,No,No,No,2,0,2,9,.22222222,0,.22222222,11,0,0,No,1775000,,1775000,2000000,,1775000,,0,Only grazing,No,,Live sale,1,2,2,2,1,11,0,1,5,800000,0,0,0,0,7,No feed,Yes,No,No,No,No,No,11,6,5,2,5.5,3,2.5,13,.07692308,0,No,427500,800000,,600000,4000000,800000,,4000000,0,1,2,.0040000001899898,1,7000,3.95,0,No,No,
HID428674,154.347476100107,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,3,4,3,10,7,0,0,0,1775000,0,0,0,0,20,No feed,Yes,No,No,No,No,No,7,0,7,13,.53846157,0,.53846157,20,0,0,No,1775000,,1775000,2000000,,1775000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.003000000026077,1,2500,.5,0,No,No,No
HID428690,305.552629151711,Tboung Khmum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,2800,1,1,No,No,
HID428728,77.9177982014332,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,2,1,2,0,0,0,1,2500000,0,0,0,0,6,No feed,Yes,No,No,No,No,No,0,1,-1,7,0,.14285715,-.14285715,7,0,0,No,2000000,2500000,,2000000,2500000,2500000,,2500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015999999595806,1,1240,.436,1,No,No,
HID428796,197.306877689866,Kampong Chhnang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,0,0,0,0,0,2000000,0,0,0,1,1,No feed,Yes,No,No,No,No,No,0,0,0,1,0,0,0,1,0,1,Yes,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0012000000569969,1,500,.5,1,Yes,No,
HID428870,57.9486186870018,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0001999999949476,1,2400,1.1,1,No,No,
HID428931,97.205876545941,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,1,50,50,0,0,0,40,10,100,1200000,0,0,0,100,100,Feed,Yes,No,No,No,No,No,40,110,-70,170,.23529412,.64705884,-.41176471,210,.047619049,.47619048,Yes,350000,1200000,,600000,120000000,1200000,,120000000,0,1,2,.0108000002801418,1,2500,.5,0,No,No,
HID428971,143.237852296238,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,Yes,No,Breeding,2,0,0,0,2,0,0,0,0,2000000,0,0,0,0,2,Feed,No,No,No,No,Yes,No,0,0,0,2,0,0,0,2,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,400,2,1,Yes,No,
HID429043,165.648892275472,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,2500,.8768,1,No,No,
HID429171,206.315933334726,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,1,2,0,0,0,1,1775000,0,0,0,0,3,No feed,Yes,No,No,No,No,No,0,1,-1,4,0,.25,-.25,4,0,0,No,1775000,,1775000,2000000,1775000,1775000,,1775000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0041999998502433,1,2800,.65,1,Yes,No,
HID429320,24.6514545334317,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,2,1,0,0,5,1500000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,1,5,-4,6,.16666667,.83333331,-.66666669,7,0,0,No,3000000,1500000,,2000000,7500000,1500000,,7500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,.0074999998323619,1,4000,2.62,1,No,No,
HID429390,162.636391016188,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,0,0,1,No,No,
HID429410,83.8589939243579,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,1,0,1,0,0,0,0,2000000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0040000001899898,1,4000,2,0,No,No,
HID429428,93.4348419300768,Svay Rieng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0003000000142492,1,0,0,,No,No,
HID429440,262.10330655881,Prey Veng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,.0003999999898952,1,0,0,,No,No,
HID429678,212.066908097091,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,0,0,1,No,No,
HID429679,231.529055847714,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0060000000521541,1,750,.32,1,No,No,
HID429704,17.4877839810922,Kampong Speu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,0,0,1,No,No,
HID429761,53.5226326415698,Banteay Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015999999595806,1,0,0,1,Yes,No,
HID429799,141.017420848742,Otdar Meanchey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,2,0,0,2,2,0,0,0,2340000,0,0,0,0,4,No feed,Yes,No,No,No,No,No,2,0,2,2,1,0,1,4,0,0,No,2340000,,2340000,2000000,,2340000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0012000000569969,1,1500,.8,1,No,No,
HID430003,62.780754760087,Takeo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,0,3,0,0,0,2,2850000,0,0,0,3,3,No feed,Yes,No,No,No,No,No,0,2,-2,5,0,.40000001,-.40000001,5,0,.60000002,Yes,2850000,,2850000,2000000,5700000,2850000,,5700000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0024000001139939,1,7000,.77,1,No,No,
HID430057,96.7423271221021,Pursat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.1000000014901161,1,5000,1,0,No,Yes,
HID430375,254.541462902194,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0015000000130385,1,0,0,1,No,Yes,
HID430415,147.794752262902,Kampong Cham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,0,0,2,1,0,0,0,0,3000000,0,0,0,0,3,No feed,Yes,No,No,No,No,No,0,0,0,3,0,0,0,3,0,0,No,3000000,,3000000,2000000,,3000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0020000000949949,1,1440,.4,1,Yes,No,
HID430495,84.8388959501805,Battambang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0027999999001622,1,5000,3,0,No,Yes,
HID430573,195.455102954462,Kampong Thom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,5,0,1,4,3,0,1,5,3000000,0,0,0,0,10,No feed,Yes,No,No,No,No,No,3,6,-3,13,.23076923,.46153846,-.23076923,16,.0625,0,No,1800000,3000000,,2000000,15000000,3000000,,15000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0010000000474975,1,0,0,1,No,No,
HID430751,173.838093508865,Kampot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0003999999898952,1,1200,.5,1,No,No,
HID430896,30.8379298618885,Kratie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,3,2,0,6,0,0,1,0,1700000,0,0,0,0,11,No feed,Yes,No,No,No,No,No,0,1,-1,12,0,.083333336,-.083333336,12,.083333336,0,No,1700000,,1700000,2000000,,1700000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0006000000284985,1,1000,.7,1,Yes,No,
HID430901,66.8424865484285,Phnom Penh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Only grazing,No,,Live sale,2,1,0,0,1,0,0,0,0,2500000,0,0,0,0,2,No feed,Yes,No,No,No,No,No,0,0,0,2,0,0,0,2,0,0,No,2500000,,2500000,2000000,,2500000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,.0040000001899898,1,1000,.25,1,No,No,
HID431017,140.304981199008,Siem Reap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A mix of grazing and feeding,No,,Live sale,2,1,0,0,1,1,0,0,0,2000000,0,0,0,2,2,Feed,Yes,No,No,No,No,No,1,0,1,1,1,0,1,2,0,1,Yes,2000000,,2000000,2000000,,2000000,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,.0020000000949949,1,1500,1,1,No,No,
